TipLabel,male_seasonal_colour,female_seasonal_colour,mating_system,paternal_care,sexual_dichromatism,log_mass,percent_ground_forage,percent_tree_cover,precipitation_seasonality,temperature_seasonality,migration,research_effort
Anthus_richardi,0,0,0,1,16.62493666,1.507855872,100,23,0.425694883,0.022057073,2,2
Nectarinia_bifasciata,1,0,0,1,131.3460153,0.857332496,0,37,0.681928903,0.002077841,0,2
Nectarinia_bocagii,1,0,0,1,153.9547149,1.170261715,0,47,0.831568122,0.000967867,0,0
Anthus_rufulus,0,0,0,1,16.86791279,1.312811826,100,16,0.644972146,0.003880652,0,0
Anthus_similis,0,0,0,1,20.25112368,1.403120521,33,5,0.490719825,0.004553803,2,2
Anthus_sokokensis,0,0,NA,1,23.16190602,1.176091259,33,21.5,0.482288539,0.001693693,0,1
Nectarinia_chalybea,1,0,0,1,80.34911408,0.88837609,0,5,0.399738118,0.006661612,0,2
Anthus_spragueii,0,0,0,0,31.19887982,1.40654018,70,5,0.305804729,0.018256633,2,3
Anthus_sylvanus,0,0,0,1,26.67925182,1.491361694,100,22,0.458848402,0.009884549,0,1
Anthus_trivialis,0,0,1,1,31.71453749,1.369215857,100,25,0.207231648,0.01685628,2,3
Anthus_vaalensis,0,0,0,1,13.96409992,1.431363764,100,20,0.77551049,0.00367204,0,1
Dendronanthus_indicus,0,0,0,1,9.248746205,1.214843848,100,13,0.487681732,0.015174066,2,2
Macronyx_ameliae,0,0,0,1,58.92607586,1.525044807,70,33,0.947960615,0.003182712,0,1
Macronyx_aurantiigula,0,0,0,1,10.147686,1.595496222,80,7,0.52781719,0.001833236,0,0
Macronyx_capensis,0,0,0,1,36.98415603,1.699837726,90,9,0.547483116,0.005915486,0,1
Macronyx_croceus,0,0,0,1,21.67564744,1.673020907,80,23,0.634294152,0.002297689,0,1
Macronyx_flavicollis,0,0,0,1,19.83201771,1.505149978,100,15,0.535434246,0.001913608,0,0
Macronyx_fuellebornii,0,0,0,1,21.04479253,1.742332282,80,44,0.952613205,0.001901115,0,0
Macronyx_grimwoodi,0,0,0,1,48.92751679,1.477121255,90,50,0.93808794,0.001429522,0,1
Macronyx_sharpei,0,0,0,1,53.81221837,1.447158031,80,16,0.29882431,0.001601372,0,2
Nectarinia_cuprea,1,0,0,1,145.4711413,0.956658177,0,36,0.692277431,0.001854063,0,1
Nectarinia_famosa,1,0,0,1,128.8816042,1.163015194,20,17,0.482471317,0.002622877,0,2
Motacilla_capensis,0,0,0,1,16.83360429,1.318063335,100,20,0.707243264,0.003953824,0,2
Nectarinia_fusca,1,0,0,1,155.4723255,0.894869657,0,5,0.596847713,0.007076074,0,1
Nectarinia_johnstoni,1,0,0,0,112.8561225,1.181843588,20,38,0.359840363,0.001300117,0,2
Motacilla_clara,0,0,0,1,9.754731646,1.252853031,100,42,0.622014344,0.001715836,0,2
Nectarinia_jugularis,1,0,0,1,69.95634974,0.95157549,0,39,0.440184876,0.001214923,0,2
Motacilla_flaviventris,0,0,0,1,20.20209343,1.352182518,100,13,0.613617539,0.003213857,0,1
Motacilla_grandis,0,0,1,1,5.100351669,1.480725379,100,46.5,0.20158843,0.01308022,1,2
Motacilla_madaraspatensis,0,0,0,1,16.89887296,1.484299839,100,10,0.724568367,0.006224902,1,0
Motacilla_samveasnae,0,0,0,1,4.286498453,1.356025857,100,44,0.796738803,0.001426169,0,1
Tmetothylacus_tenellus,0,0,0,1,66.20774115,1.303196057,100,6,0.519231677,0.001872722,1,1
Bradornis_infuscatus,0,0,0,1,10.56062157,1.51054501,100,5,0.717317998,0.006465046,0,1
Bradornis_mariquensis,0,0,0,1,21.5087091,1.401400541,100,5,0.724585176,0.005960018,0,1
Bradornis_microrhynchus,0,0,0,1,21.32377091,1.281601444,100,10,0.514569491,0.001764772,0,1
Bradornis_pallidus,0,0,0,1,13.66873639,1.372912003,100,24,0.731462747,0.002322027,0,1
Cercomela_dubia,0,0,NA,1,5.705416076,1.235275877,70,1,0.544282317,0.003989967,0,0
Cercomela_familiaris,0,0,0,1,5.697930822,1.292256071,50,21,0.714301616,0.002995574,0,1
Cercomela_fusca,0,0,0,1,11.08429427,1.103803721,100,10.5,0.763355792,0.007015182,0,1
Cercomela_melanura,0,0,0,1,8.214406896,1.181843588,100,0,0.425390407,0.007112966,0,1
Cercomela_schlegelii,0,0,0,1,11.21377318,1.367355921,60,5,0.483878285,0.007478878,0,1
Cercomela_scotocerca,0,0,0,1,12.50338974,1.204119983,50,5,0.479766816,0.003251075,0,0
Cercomela_sinuata,0,0,0,1,16.85559691,1.257678575,100,5,0.464286149,0.008116686,0,1
Cercomela_sordida,0,0,0,1,9.763629803,1.322219295,100,13.5,0.555022478,0.001969307,0,1
Cercomela_tractrac,0,0,0,1,6.085484078,1.318063335,100,5,0.511154771,0.00797937,0,0
Cercotrichas_podobe,0,0,0,1,15.4176017,1.379305518,70,1,0.725935757,0.005484413,1,1
Chaimarrornis_leucocephalus,0,0,0,1,8.683930139,1.482873584,80,8,0.523388922,0.012183452,1,1
Cichladusa_arquata,0,0,0,1,10.7326509,1.534026106,50,37,0.651510715,0.002282987,0,2
Cichladusa_guttata,0,0,0,1,21.31747772,1.364550995,100,15,0.483898833,0.001841559,0,1
Cichladusa_ruficauda,0,0,0,1,9.36068891,1.469822016,50,32,0.688714385,0.001139317,0,1
Cinclidium_diana,0,0,NA,1,128.2088383,1.418301291,100,14,0.171161547,0.000585287,0,0
Cinclidium_frontale,0,0,NA,1,68.82703961,1.404833717,50,53,0.552227974,0.006872654,1,1
Cinclidium_leucurum,0,0,0,1,138.9095549,1.431363764,70,27,0.51262933,0.008098244,0,1
Copsychus_albospecularis,0,0,0,1,193.4079806,1.378537798,33,13,0.613617539,0.003213857,0,1
Copsychus_cebuensis,0,0,NA,1,81.28809435,1.611510887,50,3,0.286905631,0.000943761,0,1
Copsychus_luzoniensis,0,0,NA,1,106.3083688,1.380211242,40,18,0.381927714,0.001493983,0,0
Copsychus_malabaricus,0,0,0,1,90.4068846,1.467608106,60,34,0.581700027,0.002414233,0,2
Copsychus_niger,0,0,NA,1,23.89597513,1.45484486,40,8,0.569074035,0.000767012,0,1
Copsychus_saularis,0,0,0,1,83.39045589,1.556302501,80,18,0.563141495,0.004282808,0,2
Copsychus_sechellarum,0,0,0,1,16.65099369,1.851258349,100,0,0.569170535,0.001568554,0,2
Copsychus_stricklandii,0,0,NA,NA,NA,1.611510887,60,NA,NA,NA,NA,NA
Cossypha_albicapilla,0,0,0,1,19.45759341,1.767155866,100,18,0.867608786,0.002642818,0,1
Cossypha_anomala,0,0,0,1,12.04859537,1.389166084,40,41,0.73830086,0.002647204,0,1
Cossypha_archeri,0,0,0,1,11.79611367,1.361727836,50,65,0.213647,0.000876067,0,1
Cossypha_caffra,0,0,0,1,18.73352824,1.45484486,80,11,0.525348604,0.005047007,1,2
Cossypha_cyanocampter,0,0,0,1,18.19421827,1.426511261,50,43,0.36091882,0.001367854,0,1
Cossypha_dichroa,0,0,0,1,8.762068243,1.66133934,40,24,0.409040883,0.005115621,0,1
Cossypha_heinrichi,0,0,NA,1,11.90868372,1.781755375,40,34,0.666511476,0.000655486,0,1
Cossypha_heuglini,0,0,0,1,9.175532587,1.542825427,100,33,0.696985722,0.002092936,0,2
Cossypha_humeralis,0,0,0,1,9.327053768,1.357934847,60,16,0.652842164,0.005085836,0,1
Cossypha_isabellae,0,0,0,1,7.202100579,1.380211242,50,33,0.765735984,0.00238652,0,1
Cossypha_natalensis,0,0,0,1,18.39688849,1.532754379,60,35,0.649291396,0.001862138,0,2
Cossypha_niveicapilla,0,0,0,1,24.46835001,1.564666064,70,16,0.759762585,0.00255678,0,1
Cossypha_polioptera,0,0,0,1,23.05186218,1.276781089,50,31,0.707350433,0.001886309,0,1
Cossypha_semirufa,0,0,0,1,5.918095867,1.436162647,50,14,0.568156093,0.002011645,0,1
Cossyphicula_roberti,0,0,NA,1,13.44307211,1.531478917,30,49,0.387088269,0.001084586,0,0
Culicicapa_ceylonensis,0,0,0,1,22.88758299,0.886490725,0,31,0.512188435,0.004917276,1,1
Culicicapa_helianthea,0,0,NA,1,16.42455737,0.924279286,0,41,0.238032043,0.000693121,0,1
Cyanoptila_cyanomelana,0,0,0,1,139.0854156,1.352182518,0,29,0.494263694,0.020862697,2,2
Cyornis_banyumas,0,0,NA,1,67.77949462,1.161368002,0,41,0.528035522,0.004772387,1,1
Cyornis_caerulatus,0,0,NA,1,103.6791631,1.351989455,0,62,0.171261363,0.000523499,0,0
Cyornis_concretus,0,0,0,1,119.0872047,1.389166084,0,53,0.362081662,0.001121328,0,0
Cyornis_hainanus,0,0,NA,1,108.0645976,1.428782511,0,29,0.604197055,0.004023382,0,0
Cyornis_herioti,0,0,NA,1,126.5189307,1.294466226,0,19,0.414514557,0.001810087,0,1
Cyornis_hoevelli,0,0,NA,1,75.89885273,1.435366507,0,63,0.219517663,0.000456643,0,0
Cyornis_hyacinthinus,0,0,NA,1,75.24817418,1.501880494,0,33,0.552155107,0.001298447,0,0
Cyornis_lemprieri,0,0,0,1,59.88225451,1.33243846,0,8,0.569074035,0.000767012,0,1
Cyornis_magnirostris,0,0,NA,NA,NA,1.161368002,0,NA,NA,NA,NA,1
Cyornis_omissus,0,0,NA,NA,NA,1.255272505,0,NA,NA,NA,NA,0
Cyornis_pallipes,0,0,0,1,111.439772,1.278753601,20,29,0.872336447,0.001686026,0,0
Cyornis_poliogenys,0,0,0,1,18.52534111,1.278753601,10,32,0.61458987,0.00615361,0,0
Cyornis_rubeculoides,0,0,0,1,67.44553109,1.152288344,20,28,0.55640769,0.008450177,1,1
Cyornis_ruckii,0,0,NA,1,152.8330856,1.56431091,10,6,0.187563121,0.00071996,0,0
Cyornis_rufigastra,0,0,0,1,65.98062154,1.26245109,0,32,0.231717363,0.000625133,0,1
Cyornis_sanfordi,0,0,NA,1,16.30696818,1.400365273,0,77.5,0.206406787,0.000378503,0,1
Cyornis_superbus,0,0,NA,1,70.9361039,1.435366507,0,77,0.15920078,0.000485033,0,0
Cyornis_tickelliae,0,0,0,1,36.84227512,1.212187604,0,13,0.72099936,0.004473396,0,1
Cyornis_turcosus,0,0,0,1,64.95192171,1.32674538,0,63.5,0.174192891,0.000539147,0,0
Cyornis_unicolor,0,0,0,1,96.05310168,1.322219295,0,36,0.49609302,0.004515816,1,1
Dioptrornis_brunneus,0,0,NA,1,23.98869439,1.428782511,100,40,0.869408667,0.001097218,0,0
Dioptrornis_chocolatinus,0,0,0,1,28.18863663,1.369215857,100,13,0.520355225,0.001971315,0,0
Dioptrornis_fischeri,0,0,0,1,30.17041814,1.376576957,100,25,0.460747421,0.001721116,0,0
Empidornis_semipartitus,0,0,0,1,22.75299701,1.352182518,20,23,0.622543603,0.002259957,0,0
Enicurus_immaculatus,0,0,0,1,19.8696911,1.40654018,100,44,0.660469443,0.005185776,0,0
Enicurus_leschenaulti,0,0,NA,1,7.675602593,1.5289167,100,31,0.43795678,0.005000297,0,1
Enicurus_maculatus,0,0,0,1,10.115168,1.612783857,100,25,0.508709699,0.008313598,0,1
Enicurus_ruficapillus,0,0,NA,1,29.07036979,1.451018452,100,62,0.171373501,0.000556588,0,1
Enicurus_schistaceus,0,0,NA,1,6.125872089,1.491361694,100,25,0.558649898,0.006725728,0,1
Enicurus_scouleri,0,0,NA,1,11.12229267,1.201397124,80,17,0.457882196,0.011029111,0,2
Enicurus_velatus,0,0,NA,1,13.28184728,1.51851394,100,14,0.190777585,0.000556617,0,0
Erithacus_akahige,0,0,0,1,61.36565003,1.230448921,50,50,0.21087119,0.013530093,2,1
Erithacus_komadori,0,0,NA,1,106.0069915,1.378397901,100,18,0.186420932,0.006443784,0,2
Erithacus_rubecula,0,0,0,1,7.909649421,1.247973266,50,20,0.181786165,0.013946356,1,3
Erythropygia_barbata,0,0,0,1,9.107954152,1.477121255,50,45,0.963178933,0.001891016,0,1
Erythropygia_coryphaeus,0,0,0,1,13.57459385,1.309630167,80,5,0.440474927,0.007846639,0,1
Erythropygia_galactotes,0,0,0,1,10.96244697,1.307496038,70,4,0.442598403,0.012189585,1,2
Erythropygia_hartlaubi,0,0,0,1,11.28174401,1.283301229,50,49,0.370778605,0.001396255,0,0
Erythropygia_leucophrys,0,0,0,1,16.47775858,1.217483944,80,28,0.648720443,0.00205974,0,1
Erythropygia_leucosticta,0,0,NA,1,17.37260199,1.405687787,100,43,0.367133111,0.001426796,0,1
Erythropygia_paena,0,0,0,1,10.54597078,1.294466226,100,5,0.7581563,0.005792419,0,1
Erythropygia_quadrivirgata,0,0,0,1,13.35831893,1.416640507,100,27,0.621913761,0.003709164,0,1
Erythropygia_signata,0,0,0,1,14.01563149,1.582063363,100,30,0.404013917,0.004650575,0,0
Eumyias_albicaudatus,0,0,0,1,70.97022562,1.214843848,0,31,0.612985849,0.001476111,0,0
Eumyias_indigo,0,0,NA,1,13.99199649,1.364363355,0,17,0.192648366,0.000580574,0,0
Eumyias_panayensis,0,0,NA,1,32.39902887,1.301029996,0,44,0.245187029,0.000778476,0,0
Eumyias_sordidus,0,0,0,1,12.03448291,1.217483944,50,30,0.304935098,0.001288959,0,0
Eumyias_thalassinus,0,0,0,1,33.13658181,1.257678575,20,32,0.469578639,0.006370453,1,0
Ficedula_albicilla,1,0,NA,NA,NA,1.033423755,0,NA,NA,NA,NA,2
Nectarinia_lotenia,1,0,0,1,169.2409931,0.954242509,0,15.5,0.618557066,0.002079444,0,1
Ficedula_basilanica,0,0,NA,1,43.9118578,1.133538908,30,43,0.192420468,0.000710301,0,0
Ficedula_bonthaina,0,0,NA,1,20.12109594,1.067814511,40,42,0.48649545,0.000629091,0,0
Ficedula_buruensis,0,0,NA,1,16.08171935,1.217483944,0,47.5,0.222051516,0.000917975,0,1
Ficedula_crypta,0,0,NA,1,15.56676543,1.06069784,0,41,0.174664959,0.000732102,0,1
Ficedula_disposita,0,0,NA,1,28.59105879,1.059184618,0,21,0.386534601,0.001516635,0,1
Ficedula_dumetoria,0,0,0,1,60.69760435,0.973127854,0,55,0.174859241,0.000565319,0,0
Ficedula_harterti,0,0,NA,1,29.98411888,1.115943177,20,22,0.468446702,0.001159911,0,0
Ficedula_henrici,0,0,NA,1,131.8905857,1.247482261,40,0,0.585350573,0.001281981,0,1
Ficedula_hodgsonii,0,0,0,1,81.55126703,1,0,22,0.538914919,0.010492873,1,1
Ficedula_hyperythra,0,0,0,1,78.86907627,0.913813852,0,23.5,0.479612544,0.005751434,1,1
Nectarinia_minima,1,0,0,1,123.094215,0.698970004,0,21,0.862924129,0.001903258,0,1
Ficedula_monileger,0,0,1,1,26.78463776,1.041392685,0,34.5,0.610722184,0.005585748,0,0
Ficedula_mugimaki,0,0,1,1,65.45715801,1.068185862,10,42,0.483048618,0.024177335,2,2
Ficedula_narcissina,0,0,1,1,80.00273377,1.117271296,0,29,0.252728671,0.015064725,1,2
Ficedula_nigrorufa,0,0,1,1,44.64783684,0.977723605,50,30,0.615948319,0.00156963,0,1
Ficedula_parva,0,0,0,1,99.74142033,0.995635195,0,27,0.221874729,0.020942697,2,3
Ficedula_platenae,0,0,NA,1,24.65491757,1.08278537,0,8,0.569074035,0.000767012,0,1
Ficedula_rufigula,0,0,NA,1,56.57547596,1.064457989,50,63,0.217291869,0.000441683,0,0
Nectarinia_nectarinioides,1,0,0,1,130.3087147,0.681241237,0,8,0.497065425,0.001727268,0,1
Nectarinia_notata,1,0,0,0,135.8185886,1.164352856,0,13,0.613508254,0.003213857,0,1
Ficedula_solitaris,0,0,0,1,15.51045298,1.247482261,0,39,0.42783165,0.001172175,0,1
Ficedula_strophiata,0,0,1,1,58.53645174,1.113943352,10,17,0.548280716,0.011008736,1,1
Nectarinia_osea,1,0,0,1,149.0647269,0.857332496,0,3,0.392854542,0.006148686,0,2
Ficedula_superciliaris,0,0,0,1,151.8917786,0.903089987,10,9,0.492988467,0.010313672,2,1
Ficedula_timorensis,0,0,NA,1,69.01608859,0.954242509,50,30.5,0.552155107,0.001298447,0,0
Ficedula_tricolor,0,0,0,1,86.55884975,0.919078092,33,15,0.56553179,0.010599144,1,1
Ficedula_westermanni,0,0,0,1,102.8218283,0.892094603,0,31,0.462403387,0.003873535,1,1
Ficedula_zanthopygia,0,0,0,1,110.1064,1.084576278,0,15,0.500584245,0.018442431,2,2
Fraseria_cinerascens,0,0,0,1,28.60233683,1.36361198,70,62,0.349671602,0.001108613,0,1
Fraseria_ocreata,0,0,2,1,17.88737594,1.550228353,20,74,0.275325909,0.000968123,0,0
Grandala_coelicolor,0,0,0,1,107.3019198,1.658964843,100,5,0.57295239,0.012324817,1,1
Hodgsonius_phaenicuroides,0,0,NA,1,76.95511984,1.324282455,100,28,0.550432831,0.008965688,1,1
Humblotia_flavirostris,0,0,NA,1,24.27918587,1.364363355,0,36,0.327842355,NA,0,1
Irania_gutturalis,0,0,0,1,40.83684721,1.334453751,33,5,0.541154563,0.014077708,2,2
Luscinia_brunnea,0,0,NA,1,94.13876245,1.243038049,70,10,0.531794548,0.011192449,2,1
Luscinia_calliope,0,0,0,1,68.36490735,1.267171728,50,29,0.331194073,0.023502832,2,2
Luscinia_cyane,0,0,0,1,64.51183207,1.170261715,50,40,0.41164729,0.023096167,2,2
Luscinia_luscinia,0,0,0,1,15.30084046,1.376576957,70,18,0.181595027,0.016192351,2,3
Luscinia_megarhynchos,0,0,0,1,20.13447013,1.285613561,70,5,0.258823887,0.012804791,2,3
Luscinia_obscura,1,0,NA,1,147.5649932,1.292256071,70,11,0.524472117,0.013793439,2,1
Luscinia_pectardens,1,0,NA,1,82.479379,1.292256071,100,34.5,0.552963734,0.009925393,2,0
Luscinia_pectoralis,0,0,0,1,91.89177929,1.368286885,100,5,0.476533294,0.012805545,2,1
Luscinia_ruficeps,0,0,NA,1,62.69351692,1.255272505,50,43,0.524577439,0.012116888,2,0
Luscinia_sibilans,0,0,0,1,12.48593752,1.222716471,100,46,0.341668278,0.02560171,2,1
Nectarinia_pulchella,1,0,0,0,144.0470346,0.848189117,0,7,0.781182319,0.003005078,0,1
Melaenornis_annamarulae,0,0,NA,1,11.93950153,1.600972896,80,34,0.405643493,0.001463766,0,1
Melaenornis_ardesiacus,0,0,0,1,22.33941941,1.462397998,100,74,0.208512403,0.000856425,0,0
Melaenornis_edolioides,0,0,0,1,22.6243736,1.487138375,33,18,0.655311823,0.002286805,0,1
Melaenornis_pammelaina,0,0,0,1,15.66042554,1.480006943,60,36,0.803590357,0.002432953,0,1
Modulatrix_orostruthus,0,0,NA,1,13.45871761,1.514547753,100,28,0.55028677,0.002416512,0,1
Modulatrix_stictigula,0,0,0,1,9.634393502,1.484299839,100,29,0.68971175,0.002462509,0,1
Monticola_angolensis,0,0,0,1,71.16101204,1.64738297,100,42,0.866904855,0.001950718,0,1
Monticola_brevipes,0,0,0,1,71.37863751,1.51851394,100,5,0.636510789,0.007042599,0,1
Monticola_cinclorhynchus,0,0,0,1,170.035058,1.556302501,100,5,0.467613399,0.011505863,2,1
Monticola_erythronotus,0,0,NA,1,112.7708162,1.451786436,100,9.5,0.598083377,0.001614155,0,1
Monticola_explorator,0,0,0,1,99.55751743,1.62324929,80,17,0.416564405,0.00559588,0,1
Monticola_gularis,0,0,0,1,153.1949451,1.539076099,60,34.5,0.527465314,0.024490518,2,1
Monticola_imerinus,0,0,0,1,60.35957243,1.451786436,100,24,0.476283491,0.003643504,0,1
Monticola_rufiventris,0,0,0,1,108.0710596,1.725911632,100,20,0.46873951,0.010281236,1,1
Monticola_rufocinereus,0,0,0,1,54.45420436,1.380211242,100,10,0.476167843,0.002198832,0,0
Monticola_rupestris,0,0,0,1,72.95842709,1.788168371,80,14,0.501976728,0.005796269,0,1
Monticola_saxatilis,0,0,0,1,105.5274862,1.701567985,100,5,0.310825318,0.014937264,2,3
Monticola_sharpei,0,0,0,1,108.339839,1.394451681,70,36,0.31398809,0.003564295,0,1
Monticola_solitarius,0,0,0,1,76.46093254,1.730378469,80,6,0.443442404,0.01285198,1,3
Muscicapa_adusta,0,0,0,1,34.13459727,1.017033339,0,32,0.615254402,0.002197016,0,2
Muscicapa_aquatica,0,0,0,1,22.29163376,1.06069784,0,19,0.861641765,0.002660572,0,1
Muscicapa_boehmi,0,0,0,1,25.62514157,1.204119983,0,47,0.957946002,0.002199199,0,1
Muscicapa_caerulescens,0,0,0,1,10.64783388,1.245512668,0,42,0.614248872,0.001797525,0,1
Muscicapa_cassini,0,0,0,1,21.73421448,1.238046103,0,59,0.350992814,0.001066954,0,1
Muscicapa_comitata,0,0,0,1,18.33147612,1.149219113,0,67,0.319194779,0.001051517,0,0
Muscicapa_dauurica,0,0,0,1,32.03406283,0.991226076,20,33,0.508236527,0.021620899,1,2
Muscicapa_epulata,0,0,0,1,25.23821064,0.982271233,0,72,0.343129188,0.001212617,0,0
Muscicapa_ferruginea,0,0,0,1,15.10730597,1.079181246,0,32.5,0.534111261,0.008202876,1,1
Muscicapa_gambagae,0,0,0,1,14.14317534,1.113943352,0,14,0.547477603,0.002646182,0,1
Muscicapa_griseisticta,0,0,0,1,26.43168935,1.201397124,100,33,0.433448225,0.024106525,2,1
Muscicapa_infuscata,0,0,0,1,15.49593619,1.247973266,0,74.5,0.297104776,0.000974984,0,1
Muscicapa_lendu,0,0,0,1,15.48403118,1.204119983,0,39,0.219770342,0.000935406,0,1
Muscicapa_muttui,0,0,0,1,19.39256141,1.079181246,0,29.5,0.512106299,0.007788664,2,1
Muscicapa_olivascens,0,0,0,1,12.88295447,1.191730393,0,62,0.426847965,0.001218357,0,1
Muscicapa_randi,0,0,0,1,24.33791142,1.303627976,0,18,0.381927714,0.00142779,0,0
Muscicapa_ruficauda,0,0,0,1,24.08409183,1.123851641,0,5,0.411871314,0.012994294,2,1
Muscicapa_segregata,0,0,NA,1,20.1179638,1.288025535,0,22,0.468446702,0.001159911,0,0
Muscicapa_sethsmithi,0,0,0,1,22.55096189,0.959041392,0,73,0.377403244,0.001197624,0,0
Muscicapa_sibirica,0,0,0,1,12.98223311,1.120573931,20,24,0.500487,0.022445202,2,2
Muscicapa_striata,0,0,1,1,39.30281698,1.201397124,60,10,0.211886823,0.016403941,2,3
Muscicapa_tessmanni,0,0,NA,1,13.42943974,1.161068385,0,75,0.294848636,0.001164586,0,1
Muscicapa_ussheri,0,0,NA,1,8.762968882,1.25163822,0,24,0.377794653,0.001594077,0,1
Muscicapella_hodgsoni,0,0,NA,1,109.2923883,1.041392685,0,43,0.49463208,0.004549842,1,0
Myiomela_albiventris,0,0,NA,1,20.32286457,1.58500928,80,30,0.615948319,0.001604844,0,0
Myiomela_major,0,0,NA,1,25.2144154,1.58500928,80,16.5,0.789692044,0.001650951,0,0
Myioparus_griseigularis,0,0,0,1,17.94765146,1.100370545,0,65,0.329396248,0.00101855,0,1
Myioparus_plumbeus,0,0,0,1,13.61541608,1.10720997,0,33,0.619475245,0.002026449,0,1
Myrmecocichla_aethiops,0,0,0,1,23.75794509,1.752816431,100,5,0.881831288,0.004036544,0,1
Myrmecocichla_albifrons,0,0,0,1,104.1254004,1.31386722,100,17,0.840255916,0.002587464,0,1
Myrmecocichla_arnoti,0,0,0,1,216.9867698,1.597695186,100,38,0.89448601,0.00267806,0,1
Myrmecocichla_cinnamomeiventris,0,0,0,1,48.40248478,1.599883072,50,19,0.686881363,0.0027743,0,1
Myrmecocichla_formicivora,0,0,0,1,19.69869238,1.619093331,100,5,0.673431814,0.006647259,0,2
Myrmecocichla_melaena,0,0,0,1,27.71561807,1.51851394,100,10,0.719008565,0.002556304,0,0
Myrmecocichla_nigra,0,0,0,1,30.30225406,1.605305046,100,44,0.691663146,0.001723469,0,1
Myrmecocichla_semirufa,0,0,0,1,64.67770799,1.698970004,100,16,0.554987669,0.00204686,0,0
Myrmecocichla_tholloni,0,0,NA,1,21.2674775,1.589726256,100,50,0.687691271,0.001107913,0,0
Namibornis_herero,0,0,0,1,13.54728562,1.434568904,80,5,0.718179822,0.003769155,0,1
Niltava_davidi,0,0,NA,1,143.8848067,1.400537989,0,20,0.481052101,0.007802307,1,1
Niltava_grandis,0,0,0,1,94.43136724,1.481442629,0,44,0.52364713,0.005099518,0,1
Niltava_macgrigoriae,0,0,0,1,99.29565459,1.079181246,0,20,0.546939164,0.008209344,1,1
Niltava_sumatrana,0,0,NA,1,115.6769218,1.311753861,33,22,0.170815572,0.000534318,0,0
Niltava_sundara,0,0,0,1,154.2315899,1.324282455,50,26,0.534466028,0.01005075,1,1
Niltava_vivida,0,0,NA,1,119.3479128,1.51851394,0,35,0.555770576,0.00796266,1,1
Oenanthe_albonigra,0,0,0,1,15.15321988,1.401400541,80,1,0.520644605,0.013026789,0,0
Oenanthe_bifasciata,0,0,0,1,97.60357982,1.551449998,20,8,0.526411235,0.006149506,0,1
Oenanthe_bottae,0,0,NA,1,17.09004916,1.298853076,100,7,0.523236632,0.002551913,0,0
Oenanthe_chrysopygia,0,0,0,1,5.716377689,1.371067862,80,5,0.430417806,0.013637451,2,0
Nectarinia_purpureiventris,1,0,0,1,160.0139706,1.06069784,0,58,0.235823318,0.000950816,0,0
Oenanthe_deserti,0,0,0,1,68.42719589,1.297760511,50,4,0.361644179,0.014455023,1,3
Oenanthe_finschii,0,0,0,1,82.46000015,1.438542349,100,5,0.505464017,0.014214505,1,2
Nectarinia_reichenowi,1,0,0,0,152.8538827,1.167317335,0,20,0.402541682,0.001356729,0,1
Oenanthe_isabellina,0,0,2,1,13.50238174,1.46834733,100,5,0.430208549,0.018744931,2,3
Oenanthe_leucopyga,0,0,0,1,11.29377626,1.445604203,100,0,0.282866836,0.009644764,0,2
Oenanthe_leucura,0,0,0,1,32.34199646,1.612783857,100,5,0.298125982,0.009947203,0,2
Oenanthe_lugens,0,0,0,1,152.9593016,1.352182518,100,1,0.42659615,0.010289964,1,2
Oenanthe_lugentoides,0,0,NA,NA,NA,1.390758529,100,NA,NA,NA,NA,1
Oenanthe_moesta,0,0,0,1,120.6731566,1.480006943,80,0,0.316002309,0.010452563,0,1
Oenanthe_monacha,0,0,0,1,163.4189747,1.334453751,20,0,0.478954613,0.011354821,0,1
Oenanthe_monticola,0,0,0,1,148.4607401,1.519827994,80,5,0.563109159,0.007105928,0,2
Nectarinia_shelleyi,1,0,0,0,113.516656,0.956648579,0,38,0.885370195,0.003193907,0,1
Oenanthe_phillipsi,0,0,0,1,13.06863724,1.380211242,100,2,0.511364341,0.001923029,0,1
Oenanthe_picata,0,0,0,1,102.6595837,1.337459261,100,5,0.509096265,0.013870145,2,2
Oenanthe_pileata,0,0,0,1,13.78376513,1.428134794,100,21,0.76421997,0.003780687,0,1
Nectarinia_sovimanga,1,0,0,0,84.19278272,0.860338007,0,13,0.613617539,0.003213857,0,0
Oenanthe_xanthoprymna,0,0,0,1,67.21389294,1.356025857,80,5,0.591112405,0.014948636,2,2
Philentoma_pyrhoptera,0,0,0,1,72.62764681,1.227886705,0,63,0.164719149,0.000545132,0,0
Philentoma_velata,0,0,NA,1,50.07406287,1.416640507,0,37,0.187593527,0.000632541,0,0
Phoenicurus_alaschanicus,0,0,NA,1,88.23383581,1.224014811,20,5,0.561891794,0.013302679,2,0
Phoenicurus_auroreus,0,0,0,1,92.93181397,1.209515015,50,27,0.530167341,0.022282634,2,2
Phoenicurus_caeruleocephala,0,0,0,1,93.56585379,1.173186268,40,5,0.259528682,0.014806453,0,0
Phoenicurus_erythrogastrus,0,0,0,1,125.4568119,1.390051496,60,5,0.367250919,0.015053426,1,1
Phoenicurus_erythronotus,0,0,0,1,56.67958908,1.267171728,50,5,0.299810499,0.020368159,2,1
Phoenicurus_frontalis,0,0,NA,1,79.15421425,1.204119983,0,12,0.490846872,0.010973306,2,1
