grid,type,estimate,se
2235,intercept,-1.5016273625241796,0.18803493191487333
2236,intercept,-1.4844884997658119,0.1759455310560239
2237,intercept,-1.2340493386856748,0.19171087390001157
2238,intercept,-1.6057181375642215,0.15773134386683524
2239,intercept,-1.5064845837470933,0.14219461889833634
2240,intercept,-1.4579982965501452,0.15845611363713
2241,intercept,-1.74468314869596,0.1531436555470083
2242,intercept,-1.4793515123969292,0.16190636565719113
2245,intercept,-1.068162719364822,0.22573460939509232
2247,intercept,-1.3509180214740164,0.24429657583672484
2264,intercept,-1.891370424871783,0.2177181020913425
2265,intercept,-2.700064785389517,0.15775475558922075
2266,intercept,-1.640663211635238,0.2259841543499344
2271,intercept,-1.369398491918031,0.16352106130407695
2272,intercept,-1.7582693057122791,0.13082549354624534
2273,intercept,-1.8583719977358195,0.11571409882805508
2274,intercept,-1.848166188027609,0.1252644976066161
2309,intercept,-2.664582906622986,0.1626544893539229
2310,intercept,-1.516610936261468,0.262171025002464
2311,intercept,-1.872301473770436,0.2407767007095299
2323,intercept,-1.3895552682435048,0.2855564389063138
2325,intercept,-1.1599453542983167,0.30359335886062894
2346,intercept,-1.7974225035211902,0.15817945454044072
2347,intercept,-1.7529650793022407,0.17587978701643336
2366,intercept,-1.1503978608877155,0.24634987063447
2415,intercept,-1.925151061124766,0.34773751338888753
2416,intercept,-1.8316958199953663,0.3617478944347776
2417,intercept,-1.6344114682014035,0.40842583564191637
384,slope,0.011332298221197953,0.11428363734327707
385,slope,0.017398309778647692,0.12238850082847497
526,slope,0.0813495027500376,0.09078536565281746
527,slope,0.04182173689975102,0.0915317765150639
528,slope,0.04561021663322594,0.11488797271678657
529,slope,0.0919206082137923,0.111576498706042
533,slope,0.024778126416334555,0.11916370757861285
574,slope,0.05807835747056882,0.11366688889837213
598,slope,0.12338420168761599,0.08723231842472785
599,slope,0.12141761697393894,0.08682381359345058
646,slope,0.05735170198271969,0.10866408322831902
647,slope,0.06914899546092948,0.1158546435251532
649,slope,0.020873442218740195,0.11070892036890571
670,slope,0.092769880497697,0.0816554067009459
671,slope,0.16671216182070983,0.07798403753053541
672,slope,0.10842224950569551,0.07857743684631391
713,slope,0.08284519944170946,0.10668692596011618
714,slope,-0.01581249767209017,0.09349290745134473
718,slope,0.06511966194786056,0.10960099206628039
719,slope,0.06852193799344425,0.11472132563674603
720,slope,0.0595462261351598,0.11768210099915291
742,slope,0.05487166351420942,0.07701539980593536
743,slope,0.10382149071748162,0.07709958737235466
744,slope,0.05778280518180276,0.07316850485077125
745,slope,0.011672048102446944,0.071091174977023
780,slope,0.0649341234092933,0.10126508532666274
784,slope,-0.11688959449506459,0.07870788402277729
785,slope,0.024257637936298142,0.07376708524828174
786,slope,-0.07705346751526865,0.0707275710077521
787,slope,0.053396721270864936,0.08174443771252517
791,slope,0.03024000423947626,0.11430801186122283
792,slope,0.04267228854203671,0.11109108346930938
814,slope,0.16552212241471784,0.08870818861819821
815,slope,0.09430111744461181,0.07104218044962907
816,slope,0.036160058813495634,0.06696135316407088
817,slope,-0.00429069102499012,0.06629381055584527
818,slope,0.05638941080637178,0.06845643566927677
832,slope,0.14773515687507796,0.07050800029838583
833,slope,0.03254784447608145,0.0632923563407287
834,slope,0.04665280375241185,0.0583404906110196
852,slope,0.017241473821407595,0.08046207317654931
853,slope,-0.08906757141746427,0.07909025923332319
854,slope,-0.0513053229647484,0.08845073892887129
855,slope,-5.877872742523077e-4,0.08622892894511915
856,slope,0.03744054453004931,0.07406463257707441
857,slope,0.014499461946792884,0.07550490982149757
858,slope,-0.034003607202776794,0.07135836233029949
859,slope,-0.042519290758200025,0.07173693958919987
860,slope,0.0563333198330307,0.11331378758114967
863,slope,0.044157481302332706,0.11591539046421832
879,slope,0.08090083980050797,0.11483361880191069
886,slope,0.13974144207479836,0.09014051519064875
887,slope,0.00846940299870591,0.06086552736056683
888,slope,0.020469800340191042,0.06198696580807415
889,slope,0.02604502695120363,0.054852894612396015
890,slope,0.03291257629906634,0.057464644768473336
891,slope,0.016543719218832752,0.05515298072385197
905,slope,0.063751797921460407,0.07326930012941806
906,slope,0.12810190967533916,0.05587997737395098
907,slope,0.096407265931861,0.05409995497379813
910,slope,0.05063452295981218,0.10391894870308509
923,slope,0.06272392079266581,0.08181222975858508
924,slope,0.0921844068828033,0.08264132581499428
925,slope,0.04590204032391566,0.08801021468950587
926,slope,0.052638496067463396,0.10226194604846289
927,slope,0.10519476824298155,0.08353329014973969
928,slope,0.0688358236997112,0.07912088901666664
929,slope,0.10450286369178935,0.07783333104985021
930,slope,0.007484019939223185,0.06899092485549226
931,slope,-0.010726765810222683,0.06593806949287656
934,slope,0.039839770555034903,0.10911022680153172
958,slope,-0.04634420052308843,0.09617365516074321
959,slope,0.01229418690035847,0.0628628712456082
960,slope,0.0722876814226096,0.06376691003006811
961,slope,0.08404222261676472,0.05601656823129161
962,slope,0.010490697580399104,0.059927423589689936
963,slope,0.014792062374743765,0.051958221853644106
964,slope,0.019045917595429906,0.049112838483824944
975,slope,0.10910099370386642,0.07952440661632679
976,slope,0.08516899611913362,0.06639087623618589
978,slope,0.06874725435415396,0.05638053101044637
979,slope,0.07252265329784705,0.05478835828313955
981,slope,0.01725280549617859,0.09387618537864363
982,slope,0.030093270934856267,0.09809893938492567
984,slope,0.05090388373922853,0.10443930435035079
995,slope,0.008647047564445625,0.08369552471928697
996,slope,0.036878702019967576,0.08240605218120942
999,slope,0.07967922075390255,0.08203054707534378
1000,slope,0.0677179339030384,0.08074515877177087
1001,slope,0.06596465167722337,0.0714327919527947
1002,slope,-0.028058210508496544,0.06706596807774998
1003,slope,0.013895275404091344,0.06967617670500552
1006,slope,0.06471149446223645,0.10707035549542633
1009,slope,0.004390148144171185,0.10656953901996202
1010,slope,0.03806363938639122,0.11657849735700017
1030,slope,0.23288836678303673,0.08295059075395776
1031,slope,0.02179190390437024,0.05033331191309021
1032,slope,0.035543156086539254,0.051176931560389896
1033,slope,0.012321586930696557,0.05445689225720666
1034,slope,0.055778331101947784,0.0706844118513368
1035,slope,0.050358299383332375,0.06543199470123005
1036,slope,0.024002085761022807,0.05150489961644842
1037,slope,0.05102420574102152,0.06030713922957911
1047,slope,0.07127266603020732,0.0761008034746937
1048,slope,0.09606514573382657,0.05977481596450174
1049,slope,0.03539277280667688,0.06331136334378311
1050,slope,0.026773299338735252,0.05281128786015333
1051,slope,0.08204117184019699,0.056353884327499854
1052,slope,0.004009942746443769,0.07423323936883927
1054,slope,0.06032718932677251,0.09130913835104824
1069,slope,0.015038758397425694,0.07405049581484986
1070,slope,-0.04739019250615748,0.0750598027364843
1071,slope,0.0010283814971312685,0.07456167381042314
1072,slope,0.006086817936901752,0.07234672388898296
1073,slope,0.016600359717646056,0.07497865213857183
1074,slope,0.11395077590491184,0.07111003583207204
1078,slope,0.044654599574042275,0.10292057116393039
1080,slope,0.07876547949239218,0.09801613503240267
1081,slope,0.01830321809406959,0.11562946006527004
1082,slope,0.04164346725085731,0.11236750889195352
1101,slope,-0.02986974816000166,0.04977243263082472
1102,slope,0.00873273154265764,0.04218872361473381
1103,slope,0.04852458776908634,0.04193520760699488
1105,slope,0.0529709084510824,0.05830348504307054
1107,slope,-0.015017078259121845,0.0584586305646632
1108,slope,0.02704714059212672,0.05628986190115952
1109,slope,0.04568342905404918,0.05506930751422389
1122,slope,0.03397570401062944,0.06881166123598764
1123,slope,0.07244178624801698,0.055418163610525754
1126,slope,0.04126207296473122,0.09648545193047015
1136,slope,0.00596893497229441,0.12262981953543967
1138,slope,0.049610592853069395,0.11186544890746569
1141,slope,0.022240533072212756,0.08691447833412738
1142,slope,0.05846952513078095,0.09170354788305218
1143,slope,0.035174967492248334,0.08150276684114148
1144,slope,0.0741779626853636,0.08314328570345138
1145,slope,0.0654410235108675,0.07825659654357671
1149,slope,0.04778416962109695,0.10860581084032454
1172,slope,0.05813336632084185,0.09649818893221844
1173,slope,-0.03106345623479135,0.03920865088406003
1174,slope,-0.01581381236367614,0.06150434152003394
1175,slope,0.03856141502521267,0.0635319620205531
1176,slope,0.028863194763086613,0.05016441119349106
1177,slope,0.09426682029210848,0.049178568585341476
1178,slope,0.045358821934758285,0.054107831072270754
1179,slope,0.026259923526350325,0.053479255623112724
1180,slope,-0.0020296131142832317,0.0684147304410063
1181,slope,0.03184458105144567,0.05851672004312595
1182,slope,0.04851473387195989,0.07345987345259139
1195,slope,0.06666825677870086,0.061726521139059715
1196,slope,0.07123247659478807,0.04919966813709091
1210,slope,-0.056324667665178886,0.08107256887503868
1211,slope,-0.031344112636866435,0.08411530640730501
1212,slope,0.06747434143621794,0.07750732550809
1213,slope,-0.00697975976263562,0.0800593731932971
1214,slope,-0.004158698521656932,0.08702066032259044
1217,slope,0.0967617569094994,0.06262277176399036
1218,slope,-0.021694649727180458,0.0645435244043658
1219,slope,0.053551967449240824,0.09412980225907044
1220,slope,0.024177795317452885,0.10406337245278545
1221,slope,0.08082406332253617,0.100599760067086
1242,slope,0.06589877812018072,0.09493766002992365
1243,slope,0.04251199097023266,0.09603600417882005
1244,slope,0.050057985044694844,0.060449120685269336
1245,slope,-0.030392077479225024,0.04128451245085119
1246,slope,0.038578925595777476,0.04773863885048345
1247,slope,0.016411311039538766,0.05287886328839077
1248,slope,0.0735024902932171,0.04723415018013364
1249,slope,0.04009558131810427,0.0477500820581306
1250,slope,0.0466192991893704,0.04917540480508413
1251,slope,0.0517159488688175,0.05477663778061024
1252,slope,0.031972563194751086,0.06541162396779018
1253,slope,0.004023688207799164,0.07185652562929795
1254,slope,0.048931737741813607,0.11975524234399254
1266,slope,0.025024096897230768,0.050225973408377915
1267,slope,0.0829454060385261,0.04727542059839344
1268,slope,0.10087594269535177,0.04543757641890421
1272,slope,0.06547516487650097,0.09982091037204835
1285,slope,-0.00918581875630765,0.09494472690182024
1286,slope,0.049313754861444084,0.08557983570323272
1287,slope,0.020173128805722952,0.06349139009680554
1289,slope,0.0940925798269944,0.0784115121874572
1315,slope,0.047581781175432075,0.11271767424407607
1317,slope,-0.017498032688456337,0.03960505911389762
1318,slope,0.007305329350727734,0.04102225531694548
1319,slope,-0.02522855616223702,0.056872668848750106
1320,slope,0.012972787395585193,0.04970966562676215
1321,slope,0.032228300805327396,0.049840580711931697
1322,slope,0.025326356451826446,0.05239484529938193
1334,slope,0.08555746241572951,0.05685794517304697
1335,slope,0.018503497095004894,0.07819643883252171
1339,slope,0.06344578987436694,0.04416044410155795
1340,slope,0.015624873834120067,0.044809952365813796
1352,slope,0.037484845583202454,0.09291090689174719
1353,slope,-0.12057789059441787,0.05682375507572281
1355,slope,-0.010065787756605191,0.07782734075999005
1356,slope,-0.040990675292206014,0.07765797389919482
1357,slope,-0.007934331264835628,0.09228682120921422
1358,slope,0.0472975957988097,0.08806783051361858
1387,slope,-0.015403064730040286,0.0677559842670246
1388,slope,0.07494484429172152,0.04913766565440833
1389,slope,0.08382562217226866,0.04403011520751776
1390,slope,0.0078029428269839295,0.0430942741847338
1391,slope,-0.008920028304754996,0.05380346184714329
1392,slope,-4.113827370201967e-4,0.05593442410474673
1393,slope,-0.02003846279665572,0.04911643703308931
1394,slope,-0.0015540749954829867,0.056413230647634365
1402,slope,0.08485280480457541,0.07649828640941239
1404,slope,0.0743089154107374,0.05588075228822501
1405,slope,0.05809923362973402,0.06178600490174299
1412,slope,0.039422729073363395,0.05106425284182043
1413,slope,0.0618508758441811,0.073438938237654
1420,slope,-0.05424728803512944,0.07380755939837844
1421,slope,-0.008989702481327258,0.07907581170494804
1423,slope,0.04644054272651298,0.11378174581962192
1424,slope,-0.0517388243173637,0.07727491339151359
1425,slope,-0.0021099960503621097,0.0793894315000779
1428,slope,0.0018791327044929609,0.0696062479698468
1429,slope,-0.003494367352646119,0.09009691584282553
1430,slope,-0.045505947342244536,0.09302288303543763
1431,slope,-0.02292180838670138,0.11281516130575554
1458,slope,-0.0014403716691928255,0.06464127533829811
1459,slope,-0.007979581769442003,0.050248866806619524
1460,slope,0.06665627916805811,0.048944046218118334
1461,slope,-0.03674696356615653,0.06153984962697823
1462,slope,0.0220994952196441,0.05122826726368165
1463,slope,0.01562736536874939,0.05545747372738025
1464,slope,0.0394545266632141,0.05867863407239771
1465,slope,-0.04544676277906821,0.1024013010985865
1472,slope,0.12246315403456509,0.10283067320063657
1473,slope,0.08377952694823934,0.059785554967524045
1474,slope,0.0667430872251149,0.06765329732210303
1476,slope,0.054420344709449626,0.07056269326316976
1484,slope,0.01150008079098375,0.06637677724398384
1485,slope,0.10830396139598344,0.08035201621777448
1491,slope,0.05741720921292183,0.0763806650392943
1492,slope,-0.053599224489844687,0.07159551742491707
1493,slope,-0.01627437912809563,0.08346209488917454
1495,slope,0.08738815185029217,0.10080648526861481
1496,slope,-0.07973366380772634,0.07202220356955251
1497,slope,-0.04055759793845095,0.06851129391019177
1498,slope,-0.04572401204598924,0.06831191047592573
1500,slope,0.03144389211234609,0.09219985235428592
1501,slope,-0.06337165232366734,0.08582826516502233
1505,slope,0.019933984185150536,0.11904168311534043
1517,slope,0.0905911696544236,0.1043567149566722
1518,slope,0.06866987364407212,0.11173069516921809
1527,slope,-0.047481918657275766,0.07716244775145291
1528,slope,0.08459364092304864,0.05868364365145876
1529,slope,-0.008739157550586213,0.05375957883089259
1530,slope,0.03479093639714741,0.05588297865083351
1531,slope,0.08355160493701344,0.05323271337118741
1532,slope,0.043406856163764454,0.05812979676001148
1533,slope,0.001046513389109091,0.07190476368175429
1534,slope,0.009920960137714332,0.07811420900745443
1535,slope,-0.01679525348313332,0.06595042089467135
1536,slope,0.013743545224378654,0.07451235320544547
1544,slope,0.15639983708401006,0.10472987444480986
1545,slope,0.08351131957559907,0.07115836514974103
1559,slope,0.014637333496875056,0.07660864837150866
1560,slope,0.03061285238354404,0.08397956141054858
1563,slope,0.038109275145477184,0.07270883630254343
1564,slope,0.02120476989872148,0.07383532815262694
1565,slope,-0.0010811834801549326,0.07516897057774247
1566,slope,-0.007904798254624746,0.08727137022698597
1568,slope,-0.11520094005222065,0.06150120381818544
1569,slope,-0.030421550122209762,0.06806324459826044
1570,slope,-0.005053006041736332,0.06980776409582073
1573,slope,-0.05619573521567444,0.0889130157061503
1578,slope,0.004947546678157812,0.11778984573190542
1589,slope,0.03767312274958158,0.10320891282435486
1598,slope,0.09923234038801929,0.07555286304997795
1599,slope,0.0926839442165765,0.061655164905626336
1600,slope,0.12758762090193462,0.06389533503232284
1601,slope,0.07436963657489307,0.06099145407154684
1602,slope,0.06318248273971697,0.07155262361515423
1603,slope,0.017037402827661686,0.06312417924100201
1604,slope,0.14584404507237642,0.0697180531122165
1605,slope,0.06437313711094311,0.07607932202601303
1606,slope,-0.015596411246730418,0.07707544758380167
1617,slope,0.10376260398281939,0.0977051441567789
1618,slope,0.10199586769021429,0.09216342960219154
1628,slope,0.008169171319485743,0.0987362177138273
1631,slope,-0.019808619001499272,0.07574007978542549
1632,slope,-0.0694886124489528,0.07867811121234684
1634,slope,-0.011194764949821634,0.07755186722376135
1635,slope,0.0072526486635828055,0.07216100356841879
1636,slope,-0.07977620196122581,0.07093628330998701
1637,slope,0.04516620140873867,0.07307544394960784
1638,slope,0.005996213312496123,0.06835412527607954
1639,slope,-0.0041502395317471845,0.06365061992177203
1640,slope,-0.0224315383240853,0.061905296981641725
1641,slope,0.0025401626218835675,0.06684460579768646
1642,slope,-0.08144384065355467,0.06880180242574602
1643,slope,-0.04030808889415379,0.07419816225022875
1644,slope,-0.05025115823598785,0.08288511815763848
1645,slope,-0.28653406297989353,0.07013641150005313
1657,slope,0.04226282941559848,0.12027675218161828
1669,slope,0.0037957635954425986,0.08811062191952994
1670,slope,0.09856400634047596,0.06813639243751568
1671,slope,0.00871824156015673,0.06832723952043915
1672,slope,0.05675508625813128,0.0648313692502663
1673,slope,0.08344457747819245,0.06031348123976306
1674,slope,0.09563367936086603,0.06785188647507485
1675,slope,0.11267638676663022,0.07031560067320836
1676,slope,-0.01125280322249957,0.06243318350081939
1677,slope,0.13072042652101648,0.076009179064329
1689,slope,0.04407162155666264,0.10022409959439454
1690,slope,-0.017171174675939843,0.09369179943229211
1699,slope,-0.08097288595504937,0.07350990798815184
1700,slope,-0.024268315732248247,0.0846809636889319
1702,slope,0.03818574182728243,0.07344597658385948
1703,slope,0.029726779081616757,0.07812972135913256
1704,slope,-0.05296248681422492,0.06963815717431922
1705,slope,0.07388939151595117,0.09808561551235512
1707,slope,-0.03217106473661484,0.07831048212770449
1708,slope,0.0035679876777351006,0.058393962296835494
1709,slope,-0.034285854415350835,0.058049778649793424
1710,slope,0.033214646452627644,0.05749083922582981
1711,slope,-0.017367825204142796,0.0577134407131449
1712,slope,-0.06150036041213466,0.05940517555795093
1713,slope,-0.1042074460769328,0.07179926444058518
1714,slope,-0.01632894111052214,0.0949572894256064
1716,slope,-0.0028162692509768363,0.0831060558932972
1717,slope,-0.1564481295730017,0.07385743321636289
1718,slope,-0.03323481147430559,0.09743131891369268
1740,slope,-0.02725459539215027,0.06631469000834707
1741,slope,-0.12569498593416378,0.057600325206309394
1742,slope,0.01740039953384237,0.06342717314276636
1743,slope,0.018736635026705802,0.06355406091002722
1744,slope,0.08086194666219668,0.06477760874108346
1745,slope,0.09036787940365618,0.06490506229336128
1746,slope,0.033752084831702917,0.06805377707772399
1747,slope,0.0026836640618089994,0.06556459860378326
1748,slope,0.04149106693893177,0.06804079234306891
1749,slope,0.010553143599010106,0.07015296950081848
1752,slope,0.13851366350371694,0.07879134948192587
1761,slope,0.03364049081061776,0.10731642267591159
1763,slope,0.04272844314878037,0.09099525675743508
1764,slope,0.057609125202478406,0.09084257669211167
1766,slope,0.04578584733897538,0.09963843186040813
1767,slope,0.08173620758237984,0.10682874655438845
1771,slope,-0.022505212375838475,0.0779277196560071
1772,slope,-0.040151118954573975,0.07568517732508963
1773,slope,0.04171976634977148,0.09483150649408524
1774,slope,0.029983291064023712,0.0889035266093041
1775,slope,0.05875806872742928,0.0973025858593772
1778,slope,0.06468494547811518,0.0995664758720519
1779,slope,-0.02814664042970961,0.06502782199659364
1780,slope,-0.020127719539691974,0.05833932342960162
1781,slope,-0.05752133018461384,0.07035552094871507
1784,slope,0.03673383348675702,0.09195223202700929
1785,slope,-0.04747071659914027,0.06927068245458828
1786,slope,0.0021530816683479285,0.08873489382637256
1787,slope,0.009789120782972923,0.09172917112874054
1788,slope,-0.0034876301273472146,0.09317600978994851
1789,slope,0.08843495429161011,0.07875051265269452
1790,slope,-0.013609863902893139,0.10261462318167017
1791,slope,-0.005663548525555718,0.09331693718842621
1792,slope,-0.053066573369806615,0.0961274546353037
1812,slope,-0.041875556273172694,0.06487882110299359
1813,slope,-0.04942587480286966,0.06498838257237413
1814,slope,-0.029948318496222544,0.0664997390937555
1815,slope,-0.03890600681071627,0.06447529561477165
1816,slope,0.056701321360474496,0.06358875897276027
1817,slope,0.002611077258478381,0.06613242246483127
1818,slope,-0.04038005795666651,0.06680203241930643
1819,slope,-0.06155522985860896,0.06679770608721385
1820,slope,0.07825109045973525,0.0728074189698892
1821,slope,0.010435953884883225,0.0662312693492794
1822,slope,0.15956476756958743,0.06996999909387507
1830,slope,0.008959098330417048,0.09373291764358245
1831,slope,0.04531473138512612,0.10108789381089608
1835,slope,-0.017738487898526542,0.08000413412641694
1836,slope,-0.06043549837808206,0.08091551392982015
1837,slope,0.02174776268874207,0.0942181455834959
1838,slope,0.09235288979946116,0.09775323417659207
1839,slope,0.07009421340291515,0.0951384630287806
1840,slope,0.014118260598211129,0.09841600286573828
1841,slope,0.04798294422248485,0.09213368089725175
1842,slope,0.030626158375976854,0.08557381462778267
1843,slope,8.049655462324286e-4,0.08759076069199906
1844,slope,0.02188217492793359,0.08778813292729647
1845,slope,0.03981631741983399,0.09120004039250379
1846,slope,0.020886114046251306,0.0848427601415949
1847,slope,0.09058792552743469,0.07923147817397587
1848,slope,0.06829344985879868,0.09005131919219861
1856,slope,0.021021129898860187,0.10115792055954013
1857,slope,-0.008967657994401763,0.08689780632697283
1860,slope,-0.04435555867139055,0.08223979697313161
1861,slope,-0.002307802340095519,0.0866355273038553
1862,slope,-0.13886397585796872,0.08504429799135871
1864,slope,-0.0534931522571255,0.08891807104398869
1865,slope,-0.01784533345802737,0.09599103318411353
1884,slope,-0.08325189851200526,0.06708561393841979
1885,slope,-0.2026460721674556,0.07000046030370628
1886,slope,-0.15056504938560467,0.0660833416150466
1887,slope,-0.005203839829323143,0.06690248430594965
1888,slope,0.09295349427978958,0.0682811162257571
1889,slope,-0.016472000842619287,0.06962881138770613
1890,slope,-0.05394447111313554,0.07127357792238191
1891,slope,0.08064139104103277,0.06630570468718973
1892,slope,0.10203392592610469,0.06802285333297804
1893,slope,0.0288249662196002,0.06815510262190456
1894,slope,-0.050282492444633904,0.06337470833271876
1895,slope,0.03364809901871869,0.06815501277272386
1896,slope,0.03539290926481263,0.07509163614506767
1907,slope,-0.012503642781704353,0.08012619762385843
1908,slope,0.021300280337047624,0.08526196625316193
1909,slope,-0.14962793551231302,0.0805343322223177
1910,slope,0.023441780477261007,0.0943958503214653
1911,slope,-0.007700351499725887,0.08653253426977038
1912,slope,0.005300295650051863,0.09128711954685802
1913,slope,-0.009852605891267713,0.08485212057352746
1914,slope,0.04455074680200578,0.08754451784998477
1915,slope,-0.03541074969081362,0.08902944253302786
1916,slope,0.0018190783667183727,0.0883853149569175
1917,slope,0.08121542115182848,0.08532580537374942
1918,slope,0.05951625507624184,0.09062567646745193
1921,slope,0.013585780603070308,0.08896138641775111
1922,slope,0.034641489408102584,0.10054766028958276
1924,slope,-0.024901707338600608,0.08063301176327026
1926,slope,-0.007515882540073605,0.09184641519299598
1932,slope,-0.025084557823355252,0.08345897704002671
1933,slope,-0.007537139430568114,0.09495103415906014
1935,slope,-0.01819233070835042,0.09519526445083716
1937,slope,-0.057577597025763046,0.096563410262136
1938,slope,-0.008087523544820733,0.10166317176642206
1955,slope,-0.1402800659583547,0.07848093881128661
1956,slope,-0.19134850943508644,0.06395838511859885
1957,slope,-0.07764086495725436,0.07312150203303788
1958,slope,-0.13053405916776684,0.06943827300499253
1959,slope,0.018673601107400767,0.06828446738038622
1960,slope,0.014048270678237608,0.0666299271517158
1961,slope,-0.0034989559751797475,0.06822508816138384
1962,slope,-0.02956960748287478,0.06871794143538767
1963,slope,0.03663916805485709,0.06901851355344274
1964,slope,-0.01726500348716538,0.06908933936497696
1965,slope,0.030732341754232857,0.07181830072317225
1966,slope,0.05013320127739176,0.07110856909499208
1967,slope,-0.06358148651418219,0.07133667614536784
1968,slope,0.05348863842492591,0.0721619666340675
1969,slope,-0.056623838289880206,0.08173045640600131
1970,slope,-0.05743113628112242,0.07264429707072557
1971,slope,0.022206540741837644,0.1187715375489099
1979,slope,0.020551126174406072,0.09632385588890292
1980,slope,0.09477984233625353,0.09561231289749011
1981,slope,0.023809514232132643,0.09397776645211076
1982,slope,-0.02864397698828256,0.09200736370645392
1983,slope,-0.012697622253797527,0.09012267092272928
1984,slope,0.012338055101448732,0.09377387604260598
1985,slope,-0.0033746494228087884,0.09227676614764115
1986,slope,-0.023536799489043844,0.08994974384123168
1987,slope,-0.004254785627339098,0.09018866467394125
1988,slope,0.021210786060001104,0.09650488322029743
1998,slope,0.03793531886508571,0.09176678870414061
2002,slope,0.013338122683351963,0.09268761884503954
2017,slope,0.03957857426692557,0.11538932291891246
2019,slope,0.03465882961178074,0.11832158643161923
2026,slope,-0.09519826034161419,0.09256330081037048
2027,slope,-0.11285573789365355,0.07233076857400174
2028,slope,-0.02826906119635314,0.07782077790256009
2029,slope,-0.08401205766670991,0.07324923547165717
2030,slope,-0.10553162579536668,0.07187876662060141
2031,slope,-0.02003771217007693,0.0718665062494165
2032,slope,-0.04736314094361823,0.07066675168757326
2033,slope,0.013085414647351686,0.07388850724843167
2034,slope,-0.09337592838269373,0.0782476902055937
2035,slope,-0.0943463398685471,0.08778725473720136
2036,slope,-0.004406757714981075,0.0860141731270313
2037,slope,-0.03776213484171014,0.09179240674091628
2038,slope,-0.08239343651180045,0.09863470219767133
2039,slope,-0.11711904259796221,0.08026446725085
2040,slope,-0.11313865434972001,0.08194463749288579
2041,slope,-0.05100847080376527,0.0842895342053483
2050,slope,-0.005562247739731189,0.10937018700555243
2051,slope,-0.07491992918591253,0.09496593127000788
2052,slope,-0.12251524018547605,0.0921231298595218
2053,slope,-0.028339398646994918,0.08815402939166975
2054,slope,0.037244174507603214,0.09519236189213885
2055,slope,-0.07895718743011698,0.08948834721225328
2056,slope,0.03538539319363289,0.09751860488475021
2057,slope,0.0182976479179706,0.09836307497953155
2058,slope,0.025740228921969942,0.09820055441463603
2059,slope,0.015878615655574208,0.1002060646314911
2060,slope,0.016393026569455012,0.10177569249598885
2064,slope,0.03959912280490291,0.11110708339318588
2067,slope,0.054762015444327815,0.09317339671372726
2070,slope,0.022036055732081245,0.09862118418555488
2073,slope,0.045328642907315225,0.09983180125966969
2074,slope,0.03640685674504902,0.09938574056556256
2084,slope,0.019689526416048965,0.10782363351389115
2087,slope,0.06472838964201884,0.10953936773134722
2088,slope,0.058358177782851094,0.12389332545066752
2090,slope,0.07591677958974755,0.10720905409039008
2093,slope,0.013513190383539707,0.10650716736336155
2094,slope,-0.032424184008239244,0.10199976878939421
2095,slope,0.056915058247934865,0.1077467059532976
2097,slope,-0.126960743175792,0.08784619798333569
2098,slope,-0.06922228681949974,0.0817305782024157
2099,slope,0.015772982768260307,0.08875522288810356
2100,slope,0.06278896202850995,0.08408883013310488
2101,slope,0.04081183272534526,0.08419783089184543
2102,slope,-0.002432327801989924,0.08349586840822464
2104,slope,-0.054164424542725,0.09374537137909202
2105,slope,-0.10094052827513783,0.09328023224185537
2106,slope,0.03327587610063458,0.09653482464749615
2107,slope,0.03190530515842147,0.11556953761359273
2123,slope,-0.1251081198827359,0.0996453471832465
2124,slope,-0.1109436791996195,0.09373955515047572
2126,slope,0.03938867736039748,0.09403571393900606
2127,slope,0.00767330259186543,0.09225347549628203
2128,slope,-0.011868958235603827,0.09607397919317653
2129,slope,0.004832131625360567,0.09532784269328445
2130,slope,0.028820137527360717,0.10134038548312196
2131,slope,0.023693946349276997,0.10627237331095701
2132,slope,-0.05776215320460514,0.0952287490995704
2133,slope,0.031084178478247758,0.10712958646379073
2134,slope,0.03349089750244591,0.10153193788240941
2135,slope,-7.314803421390355e-4,0.10175839476380193
2137,slope,0.03473940535864392,0.09604336320328284
2162,slope,0.0022233569494480698,0.10374374729174386
2163,slope,0.046847388063697135,0.10652001830158694
2164,slope,-0.03026317010235298,0.10445451691781017
2165,slope,0.03412180686504957,0.1163164250173131
2166,slope,-0.0849979843100708,0.10055093573395758
2167,slope,-0.17913635404420736,0.08759036213182107
2168,slope,0.0028185499147887812,0.09400445589817502
2169,slope,0.03661546642484481,0.09789054183023982
2170,slope,-0.05375303952826801,0.09419014107328255
2171,slope,-0.06111672636648167,0.09246605799588169
2172,slope,0.059696738754119606,0.0898104185562774
2173,slope,-0.02280868491748042,0.09200991151755723
2174,slope,-0.03311617319455331,0.09170337461083464
2178,slope,0.04657016212497983,0.11796656743399717
2192,slope,-0.016642241299125574,0.09902233468431827
2193,slope,0.010943879142194347,0.10191219223617615
2194,slope,-0.04259573185172355,0.10545762224932091
2195,slope,0.025384588604258636,0.10654856754477134
2196,slope,0.03531931993038068,0.10310377116727558
2198,slope,0.00996083280259552,0.09833132174678876
2199,slope,0.019200987950514448,0.09653418159221326
2200,slope,0.044627953183060225,0.09510898742720984
2201,slope,0.02660706332046179,0.09429177125352335
2202,slope,-0.04276808227652854,0.09338954315611529
2208,slope,0.03257757043140166,0.11081848473398616
2222,slope,0.08037004770155157,0.11036427522594021
2235,slope,0.023285204463748144,0.11107125443805478
