"longitude","latitude","Annual_Mean_Temperature","Annual_Precipitation","percent_tree_cover","terrestrial_realms","species_richness","mean_lightness_males","mean_lightness_females"
3497034.15623215,-347184.91914874,20.4,701,6,"Afrotropical",179,133.649219740006,149.007142354302
3609534.15623215,-347184.91914874,24.2,892,10,"Afrotropical",207,131.251570584353,149.19162264913
3722034.15623215,-347184.91914874,19.3,1467,15,"Afrotropical",224,131.947120370714,148.052253634107
3834534.15623215,-347184.91914874,23.7,537,31,"Afrotropical",191,134.352729301414,150.593558849476
3947034.15623215,-347184.91914874,26.1,605,6,"Afrotropical",167,134.459396764132,149.764414058084
10247034.1562322,-347184.91914874,21.1,3078,23,"Oriental",147,116.945538926122,124.973979841497
10359534.1562322,-347184.91914874,26,2979,60,"Oriental",130,118.489275212923,126.976272363154
10472034.1562322,-347184.91914874,26.3,2629,6,"Oriental",141,122.664614656667,130.688372468369
10584534.1562322,-347184.91914874,26.5,2837,27,"Oriental",103,124.530098165922,132.54137576068
11259534.1562322,-347184.91914874,27.3,2746,69,"Oriental",113,120.65961914115,131.000113077434
11372034.1562322,-347184.91914874,27.1,2590,72,"Oriental",103,118.377565982136,129.633656598641
11484534.1562322,-347184.91914874,26.8,2489,78,"Oriental",108,120.137820641944,130.464822700556
11597034.1562322,-347184.91914874,26.5,2335,78,"Oriental",106,118.425694965283,129.818678545094
11934534.1562322,-347184.91914874,21.4,2167,59,"Oriental",64,122.252897567969,131.95761168125
12159534.1562322,-347184.91914874,20.9,3020,76,"Oriental",68,122.197063724265,131.360090951029
13284534.1562322,-347184.91914874,25.3,3014,80,"Oceania",98,114.471922898776,124.521598640612
13397034.1562322,-347184.91914874,25.5,2425,77,"Oceania",98,109.992612997755,122.745413457959
13622034.1562322,-347184.91914874,26.4,3609,80,"Oceania",125,113.83042725848,125.62039348232
13734534.1562322,-347184.91914874,26.2,3038,80,"Oceania",134,111.87523272403,120.909340244627
13847034.1562322,-347184.91914874,26.7,2900,75,"Oceania",121,115.056984694463,123.97536363876
13959534.1562322,-347184.91914874,26.4,2726,80,"Oceania",122,114.290033091311,125.98973710082
14072034.1562322,-347184.91914874,24.3,2633,58,"Oceania",109,116.941523953945,128.019889228991
-7977965.84376785,-234684.91914874,25.7,1174,12,"Neotropical",186,125.800047591398,133.973490640054
-7865465.84376785,-234684.91914874,10.4,1707,32,"Neotropical",211,121.641183780995,127.713739859905
-7752965.84376785,-234684.91914874,24.7,3597,77,"Neotropical",273,121.030781307875,129.251566137033
-7640465.84376785,-234684.91914874,24,3765,76,"Neotropical",255,120.084227163961,128.023447203059
-7527965.84376785,-234684.91914874,24.1,2827,80,"Neotropical",266,119.832670289398,127.424065719436
-7415465.84376785,-234684.91914874,24.5,3433,80,"Neotropical",265,120.093368555698,127.698200279811
-7302965.84376785,-234684.91914874,24.5,3061,80,"Neotropical",229,120.245678798559,128.314644509345
-7190465.84376785,-234684.91914874,24.7,3111,80,"Neotropical",218,119.618655285734,127.837824159266
-7077965.84376785,-234684.91914874,24.7,3209,79,"Neotropical",217,119.612696878802,128.126518348618
-6965465.84376785,-234684.91914874,24.7,3811,79,"Neotropical",213,120.155598332394,128.768369154319
-6852965.84376785,-234684.91914874,24.9,3430,79,"Neotropical",207,119.830080696377,128.783631777343
-6740465.84376785,-234684.91914874,25.3,2716,79,"Neotropical",199,120.721695702412,129.341954774171
-6627965.84376785,-234684.91914874,25.5,2742,68,"Neotropical",193,120.413304166062,129.039459796062
-6515465.84376785,-234684.91914874,25.6,4110,72,"Neotropical",192,120.843409531198,129.637664929115
-6402965.84376785,-234684.91914874,25.5,2886,74,"Neotropical",191,121.401558853508,130.259308898377
-6290465.84376785,-234684.91914874,25.7,2731,75,"Neotropical",195,120.410579678872,129.610341308564
-6177965.84376785,-234684.91914874,25.7,2839,71,"Neotropical",225,121.308201482267,129.575922631022
-6065465.84376785,-234684.91914874,26,2599,79,"Neotropical",204,123.583824074314,130.618283220441
-5952965.84376785,-234684.91914874,25.9,2461,59,"Neotropical",216,123.958023148935,131.998405860694
-5840465.84376785,-234684.91914874,26,1989,66,"Neotropical",220,123.822457744955,132.268281477636
-5727965.84376785,-234684.91914874,26,2058,74,"Neotropical",224,125.913487269107,133.197756775759
-5615465.84376785,-234684.91914874,26.3,2184,36,"Neotropical",245,124.577936961878,132.678677546449
-5502965.84376785,-234684.91914874,27,2216,13,"Neotropical",268,125.743715174104,133.334999717836
-5390465.84376785,-234684.91914874,26.3,1818,43,"Neotropical",269,125.7036220571,133.349150208699
-5277965.84376785,-234684.91914874,25.9,1996,65,"Neotropical",261,123.893060735632,133.797003684942
-5165465.84376785,-234684.91914874,26.2,2542,80,"Neotropical",247,124.395143801053,133.915530209636
-4827965.84376785,-234684.91914874,26.6,2291,41,"Neotropical",233,124.290257830472,133.469341118798
-4715465.84376785,-234684.91914874,25.9,2073,58,"Neotropical",215,123.933031008837,133.200602236186
-4602965.84376785,-234684.91914874,26.1,2005,46,"Neotropical",189,125.68740564418,135.452378597566
-4490465.84376785,-234684.91914874,26.8,1924,34,"Neotropical",161,127.451557855901,137.461597880248
1022034.15623215,-234684.91914874,24.7,1715,79,"Afrotropical",168,124.75231393381,133.295803787381
1134534.15623215,-234684.91914874,25,1860,80,"Afrotropical",160,124.512919677438,132.569586569438
1247034.15623215,-234684.91914874,22.6,1721,80,"Afrotropical",158,123.711777778924,131.706243082215
1359534.15623215,-234684.91914874,23.4,1750,79,"Afrotropical",150,125.383132099,134.352014318867
1472034.15623215,-234684.91914874,22.9,1782,5,"Afrotropical",144,125.430270060903,134.63267335375
1584534.15623215,-234684.91914874,24.2,1836,10,"Afrotropical",133,125.378744916617,135.11651740391
1697034.15623215,-234684.91914874,24.3,1571,38,"Afrotropical",120,123.76163641925,132.95793333375
1809534.15623215,-234684.91914874,24.4,1703,47,"Afrotropical",109,116.75659361367,127.030360173394
1922034.15623215,-234684.91914874,24.3,1672,76,"Afrotropical",101,115.913223690495,126.247838279109
2034534.15623215,-234684.91914874,23.9,1720,80,"Afrotropical",104,114.760995016058,125.461577630288
2147034.15623215,-234684.91914874,23.6,1896,80,"Afrotropical",103,114.069390149223,125.026498376505
2259534.15623215,-234684.91914874,23.3,1997,80,"Afrotropical",106,114.797403916038,124.934287556887
2372034.15623215,-234684.91914874,23.2,1769,80,"Afrotropical",107,114.86967255243,125.839303561402
2484534.15623215,-234684.91914874,23.2,1680,80,"Afrotropical",108,115.389197533056,125.569982163518
2597034.15623215,-234684.91914874,23.1,1822,77,"Afrotropical",108,115.901754117963,125.90002023
2709534.15623215,-234684.91914874,23.1,2363,80,"Afrotropical",154,121.149080328312,129.477722938507
2822034.15623215,-234684.91914874,20.8,2329,80,"Afrotropical",281,123.069109926726,135.291254643879
2934534.15623215,-234684.91914874,16.1,1873,26,"Afrotropical",299,124.692136133923,137.951445062107
3047034.15623215,-234684.91914874,20.8,875,30,"Afrotropical",218,125.901923208133,141.578140671193
3384534.15623215,-234684.91914874,22.6,939,29,"Afrotropical",147,130.335858906599,147.036705466735
3497034.15623215,-234684.91914874,21.3,723,21,"Afrotropical",184,131.389221619353,147.382143920163
3609534.15623215,-234684.91914874,26.2,507,19,"Afrotropical",211,130.48868088318,147.120331225119
3722034.15623215,-234684.91914874,21.7,566,22,"Afrotropical",202,133.225894571787,150.167016499059
3834534.15623215,-234684.91914874,24.8,602,43,"Afrotropical",168,134.734133377262,151.23898169881
3947034.15623215,-234684.91914874,26.4,545,5,"Afrotropical",135,137.564203292148,150.415606032815
4059534.15623215,-234684.91914874,26.8,928,12,"Afrotropical",133,131.996283766541,148.08831300188
10134534.1562322,-234684.91914874,23.8,2497,8,"Oriental",165,117.828591694121,125.936717168848
10247034.1562322,-234684.91914874,25.8,2868,17,"Oriental",147,117.177872007891,123.908914333878
10359534.1562322,-234684.91914874,26.1,2629,21,"Oriental",136,122.763094499044,131.26545805875
10472034.1562322,-234684.91914874,26.4,2589,58,"Oriental",113,123.516447721681,130.898817434159
11034534.1562322,-234684.91914874,26.6,3172,79,"Oriental",113,121.187500164867,131.844420845575
11147034.1562322,-234684.91914874,26.7,3024,80,"Oriental",105,120.722062785429,130.634806699429
11259534.1562322,-234684.91914874,27,2808,74,"Oriental",108,120.054276747593,129.864909120833
11372034.1562322,-234684.91914874,26.8,2788,80,"Oriental",105,119.939944267143,130.576596472
11484534.1562322,-234684.91914874,26.5,2549,73,"Oriental",112,120.900929562768,130.789303569286
11597034.1562322,-234684.91914874,24.3,2269,80,"Oriental",104,118.673472220481,130.502676637981
12047034.1562322,-234684.91914874,19.9,3606,64,"Oriental",72,125.227918207222,132.628893510694
13284534.1562322,-234684.91914874,26.2,3033,73,"Oceania",113,110.947205506018,121.778161918849
13397034.1562322,-234684.91914874,26,3235,56,"Oceania",145,111.049140996345,120.596313668483
13847034.1562322,-234684.91914874,23.8,3479,71,"Oceania",94,115.872623717447,126.007988970106
-8090465.84376785,-122184.91914874,20.9,667,16,"Neotropical",129,128.958114842791,138.035035315194
-7977965.84376785,-122184.91914874,25.2,1840,13,"Neotropical",189,123.255319811746,132.85080188164
-7865465.84376785,-122184.91914874,15.9,1512,12,"Neotropical",196,122.788918557551,127.623079172449
-7752965.84376785,-122184.91914874,24.5,5000,80,"Neotropical",283,121.036567467314,129.098270905972
-7640465.84376785,-122184.91914874,23.7,4587,80,"Neotropical",268,119.351449145858,127.348034686716
-7527965.84376785,-122184.91914874,24,2824,61,"Neotropical",272,119.972431647059,127.516846404853
-7415465.84376785,-122184.91914874,24.2,3274,79,"Neotropical",249,120.436578018394,127.847788041486
-7302965.84376785,-122184.91914874,24.4,2881,80,"Neotropical",219,119.093314055388,127.345359885251
-7190465.84376785,-122184.91914874,24.4,3544,80,"Neotropical",209,119.887132024115,128.175426724258
-7077965.84376785,-122184.91914874,24.6,4166,78,"Neotropical",206,119.945869293592,128.695737865388
-6965465.84376785,-122184.91914874,24.8,3619,74,"Neotropical",210,120.39846402319,129.024950971381
-6852965.84376785,-122184.91914874,24.9,3281,76,"Neotropical",202,119.742253393663,128.544750092624
-6740465.84376785,-122184.91914874,25.1,2565,80,"Neotropical",197,121.524916527462,129.560307953553
-6627965.84376785,-122184.91914874,25.3,2562,79,"Neotropical",189,121.238404077672,129.499690181429
-6515465.84376785,-122184.91914874,25.4,2869,80,"Neotropical",190,121.525423393579,129.894223584579
-6402965.84376785,-122184.91914874,25.5,2676,76,"Neotropical",195,120.76290598441,130.090266854
-6290465.84376785,-122184.91914874,25.6,2555,77,"Neotropical",207,120.551539632319,129.693789047053
-6177965.84376785,-122184.91914874,25.9,2008,69,"Neotropical",207,122.843748077874,130.507583283527
-6065465.84376785,-122184.91914874,25.7,2096,72,"Neotropical",192,122.895920717812,129.832948684271
-5952965.84376785,-122184.91914874,25.3,2071,78,"Neotropical",200,123.1779542597,131.44464388505
-5840465.84376785,-122184.91914874,25.1,2123,80,"Neotropical",203,123.350946177537,132.227576898522
-5727965.84376785,-122184.91914874,25.5,2987,54,"Neotropical",205,124.574731165073,132.914502254585
-5615465.84376785,-122184.91914874,26.9,2408,76,"Neotropical",216,124.856561041713,132.953097389676
-5502965.84376785,-122184.91914874,26.3,1796,71,"Neotropical",228,125.268834794737,133.558709709956
-5390465.84376785,-122184.91914874,26.5,1427,75,"Neotropical",233,124.856309330773,133.209931167167
-5277965.84376785,-122184.91914874,26.3,2031,78,"Neotropical",253,124.217966915217,132.887683936443
-5165465.84376785,-122184.91914874,26.5,2382,47,"Neotropical",245,125.068829629837,134.09336930751
-5052965.84376785,-122184.91914874,26.6,2621,56,"Neotropical",228,124.588709065789,133.608472216842
-4940465.84376785,-122184.91914874,26.5,2641,5,"Neotropical",235,124.049836093362,133.603438134766
-4827965.84376785,-122184.91914874,26.7,2675,10,"Neotropical",228,124.982927877018,133.845278098728
-4715465.84376785,-122184.91914874,26.4,2476,36,"Neotropical",219,124.010940978995,133.538132417078
909534.156232152,-122184.91914874,25.3,1633,79,"Afrotropical",160,122.592502545063,130.840658560125
1022034.15623215,-122184.91914874,25,2122,80,"Afrotropical",168,124.548034832738,132.295725744881
1134534.15623215,-122184.91914874,21.6,2142,80,"Afrotropical",165,125.831587206485,132.611242645273
1247034.15623215,-122184.91914874,24,1545,80,"Afrotropical",167,125.572404081557,133.191464623054
1359534.15623215,-122184.91914874,23.6,2390,80,"Afrotropical",150,122.9079945682,131.9011034536
1472034.15623215,-122184.91914874,23.7,1856,25,"Afrotropical",134,122.88696213306,132.101907958507
1584534.15623215,-122184.91914874,24.4,1552,27,"Afrotropical",125,121.55401629472,132.33761422192
1697034.15623215,-122184.91914874,24.4,1558,79,"Afrotropical",114,122.542740415263,131.55211598386
1809534.15623215,-122184.91914874,24.4,1777,80,"Afrotropical",106,116.135084208302,126.738638012358
1922034.15623215,-122184.91914874,24.3,1828,78,"Afrotropical",107,115.549525096168,125.235616818598
2034534.15623215,-122184.91914874,24,1923,80,"Afrotropical",108,114.968279494074,124.819069267963
2147034.15623215,-122184.91914874,23.6,2192,80,"Afrotropical",109,114.512030583211,125.112887185138
2259534.15623215,-122184.91914874,23.6,1968,80,"Afrotropical",108,114.992874831574,126.109274001574
2372034.15623215,-122184.91914874,23.3,1939,80,"Afrotropical",105,114.44094673981,125.781297702857
2484534.15623215,-122184.91914874,23.3,1698,80,"Afrotropical",106,114.40453529217,124.877490910943
2597034.15623215,-122184.91914874,23.1,1995,75,"Afrotropical",107,114.262576326262,124.840714775981
2709534.15623215,-122184.91914874,21.8,2379,69,"Afrotropical",151,121.083946776027,129.524100804305
2822034.15623215,-122184.91914874,22.6,2063,80,"Afrotropical",273,122.696110706154,134.464552704322
2934534.15623215,-122184.91914874,16.9,1194,47,"Afrotropical",303,124.529322333112,136.907924946337
3047034.15623215,-122184.91914874,20.3,1073,43,"Afrotropical",235,125.219481640268,139.921559966383
3159534.15623215,-122184.91914874,21.3,1559,62,"Afrotropical",176,125.17489436233,140.681675291989
3497034.15623215,-122184.91914874,20.5,1269,20,"Afrotropical",194,130.410520811289,145.042907597835
3609534.15623215,-122184.91914874,21.9,547,11,"Afrotropical",220,131.294944610368,147.5274996605
3722034.15623215,-122184.91914874,19.3,728,13,"Afrotropical",202,133.348833514955,149.297229369505
3834534.15623215,-122184.91914874,22.4,919,28,"Afrotropical",152,136.258330896842,151.520084303487
3947034.15623215,-122184.91914874,26.7,430,5,"Afrotropical",112,137.440772156964,148.554168316339
4059534.15623215,-122184.91914874,26.9,518,5,"Afrotropical",109,133.975606525596,149.360103632661
4172034.15623215,-122184.91914874,26.8,654,4,"Afrotropical",114,134.552544510877,151.118061724912
10134534.1562322,-122184.91914874,23.3,2970,63,"Oriental",164,118.187207994451,124.890812327683
10247034.1562322,-122184.91914874,26,2649,11,"Oriental",153,120.248555312222,126.549753084379
10359534.1562322,-122184.91914874,25.9,2568,51,"Oriental",133,120.386760233835,129.249298522105
11034534.1562322,-122184.91914874,26.3,3387,78,"Oriental",115,122.71886537913,132.716335907391
11147034.1562322,-122184.91914874,24.8,3376,80,"Oriental",107,120.768736931776,130.870110762897
11259534.1562322,-122184.91914874,26.2,3053,80,"Oriental",101,118.944855150495,128.85499523099
11372034.1562322,-122184.91914874,26.4,3433,79,"Oriental",110,119.940160604545,129.792170705909
11484534.1562322,-122184.91914874,26.2,2857,80,"Oriental",110,120.660234679091,130.919759932273
11597034.1562322,-122184.91914874,25.7,2591,80,"Oriental",101,118.249285660693,130.076814814356
12047034.1562322,-122184.91914874,20.3,1676,63,"Oriental",71,124.733432443944,132.271696393944
13172034.1562322,-122184.91914874,26.4,3263,80,"Oceania",110,114.189396631091,123.532544446909
13284534.1562322,-122184.91914874,25.5,3172,80,"Oceania",120,110.875527775917,119.649521917583
13397034.1562322,-122184.91914874,14.2,3341,68,"Oceania",141,111.719738636312,121.055225900709
-7977965.84376785,-9684.91914874036,24.5,2122,21,"Neotropical",179,122.008140701285,132.434765779162
-7865465.84376785,-9684.91914874036,6,1156,11,"Neotropical",216,122.576268004491,129.259132543611
-7752965.84376785,-9684.91914874036,24.7,2923,80,"Neotropical",302,118.634018272185,127.434118467848
-7640465.84376785,-9684.91914874036,24.1,3684,73,"Neotropical",276,120.189841253007,127.921311996667
-7527965.84376785,-9684.91914874036,23.9,2705,80,"Neotropical",254,120.158605135,128.203422863425
-7415465.84376785,-9684.91914874036,23.9,3385,78,"Neotropical",228,118.956430801316,127.377996913947
-7302965.84376785,-9684.91914874036,24,3517,63,"Neotropical",206,120.410734090243,128.98026663233
-7190465.84376785,-9684.91914874036,24.2,3612,79,"Neotropical",201,120.678967018657,129.257702415522
-7077965.84376785,-9684.91914874036,24.4,3432,80,"Neotropical",207,120.008233317488,128.812334586522
-6965465.84376785,-9684.91914874036,24.3,3556,80,"Neotropical",209,119.703595607273,128.366040050766
-6852965.84376785,-9684.91914874036,24.7,3405,78,"Neotropical",216,121.37869067375,128.884874315
-6740465.84376785,-9684.91914874036,25,2765,80,"Neotropical",215,121.003386737116,129.340848578419
-6627965.84376785,-9684.91914874036,25.2,1953,76,"Neotropical",210,122.031099472571,129.922694354857
-6515465.84376785,-9684.91914874036,25.5,2589,76,"Neotropical",201,121.747445366219,129.762880041642
-6402965.84376785,-9684.91914874036,25.5,2543,52,"Neotropical",194,122.314799160619,130.567253147165
-6290465.84376785,-9684.91914874036,25.6,2509,75,"Neotropical",185,123.122517517568,130.553887884108
-6177965.84376785,-9684.91914874036,25.7,2299,77,"Neotropical",179,123.047828263296,130.76844961257
-6065465.84376785,-9684.91914874036,25.7,1941,80,"Neotropical",182,122.392924297253,130.148853476758
-5952965.84376785,-9684.91914874036,25.3,1961,79,"Neotropical",189,122.834843620529,131.704558295344
-5840465.84376785,-9684.91914874036,25.1,2163,75,"Neotropical",195,123.089683000205,131.790310727538
-5727965.84376785,-9684.91914874036,25.4,2758,79,"Neotropical",196,123.367455025765,132.19214020801
-5615465.84376785,-9684.91914874036,25.5,1862,78,"Neotropical",198,123.453030863333,132.395580991263
-5502965.84376785,-9684.91914874036,23.8,2529,80,"Neotropical",200,123.5413477774,132.36978647815
-5390465.84376785,-9684.91914874036,25.9,2175,76,"Neotropical",202,123.460453245446,132.110143744208
-5277965.84376785,-9684.91914874036,25.6,2595,80,"Neotropical",222,123.405001667703,132.518498494414
-5165465.84376785,-9684.91914874036,26.5,2243,48,"Neotropical",257,124.00584334965,132.988123068132
1022034.15623215,-9684.91914874036,25.3,1593,74,"Afrotropical",163,123.528141787546,130.869817083313
1134534.15623215,-9684.91914874036,23.9,1312,80,"Afrotropical",172,123.625820847035,130.510591513256
1247034.15623215,-9684.91914874036,24.3,1510,80,"Afrotropical",164,125.126758582988,132.649596880305
1359534.15623215,-9684.91914874036,24.1,1462,80,"Afrotropical",145,120.653227588207,129.646190801241
1472034.15623215,-9684.91914874036,23.8,1543,75,"Afrotropical",128,120.496653069453,130.424947334375
1584534.15623215,-9684.91914874036,24.3,1603,79,"Afrotropical",119,119.380045130504,128.939250852521
1697034.15623215,-9684.91914874036,24.3,1566,35,"Afrotropical",112,118.720083663125,126.656743052857
1809534.15623215,-9684.91914874036,24.4,1762,78,"Afrotropical",113,116.83309046292,125.44082890469
1922034.15623215,-9684.91914874036,24.2,1922,80,"Afrotropical",109,113.912942577431,123.552828741927
2034534.15623215,-9684.91914874036,23.9,2109,79,"Afrotropical",109,114.992362896973,124.717150861468
2147034.15623215,-9684.91914874036,23.8,2092,80,"Afrotropical",111,114.498379048469,123.765412406937
2259534.15623215,-9684.91914874036,23.4,2279,80,"Afrotropical",116,114.004906451724,123.480615897069
2372034.15623215,-9684.91914874036,23.3,1834,78,"Afrotropical",114,115.073280054386,124.259699152193
2484534.15623215,-9684.91914874036,23.2,1993,80,"Afrotropical",113,115.906369716726,124.863659781504
2597034.15623215,-9684.91914874036,23,1862,80,"Afrotropical",116,114.757717434397,124.756571836638
2709534.15623215,-9684.91914874036,21.8,2335,80,"Afrotropical",142,119.325092594366,128.191185440493
2822034.15623215,-9684.91914874036,21.8,2045,80,"Afrotropical",234,121.918306586111,133.64453434312
2934534.15623215,-9684.91914874036,23,1064,2,"Afrotropical",309,124.84987822301,136.789333091133
3047034.15623215,-9684.91914874036,19.9,1220,22,"Afrotropical",267,124.549199197453,137.78855291824
3159534.15623215,-9684.91914874036,20.5,1520,32,"Afrotropical",212,125.903794726179,140.366624211368
3497034.15623215,-9684.91914874036,19.5,1587,29,"Afrotropical",267,129.439763075693,143.386403799326
3609534.15623215,-9684.91914874036,18.5,964,26,"Afrotropical",259,132.713617044598,146.856557840695
3722034.15623215,-9684.91914874036,19.6,1416,78,"Afrotropical",219,133.711075595525,147.750982240046
3834534.15623215,-9684.91914874036,23.9,683,17,"Afrotropical",139,140.390754331079,153.24421049446
3947034.15623215,-9684.91914874036,26.5,404,6,"Afrotropical",89,137.722726594382,149.198931334607
4059534.15623215,-9684.91914874036,27.2,406,13,"Afrotropical",74,133.272750752027,148.756798299324
4172034.15623215,-9684.91914874036,27.3,476,18,"Afrotropical",97,136.473200841753,152.673675829485
10134534.1562322,-9684.91914874036,25.6,2324,55,"Oriental",156,119.399498574359,126.585813626474
10247034.1562322,-9684.91914874036,26,2292,24,"Oriental",137,121.876647201387,129.865047849124
10359534.1562322,-9684.91914874036,26.3,2539,56,"Oriental",120,121.376670061,130.071765739667
11034534.1562322,-9684.91914874036,26.1,3591,70,"Oriental",107,119.998802007196,130.63416545271
11147034.1562322,-9684.91914874036,25.3,3191,40,"Oriental",95,118.678222610316,128.884408577158
11259534.1562322,-9684.91914874036,25.6,3689,73,"Oriental",97,117.939844975773,126.921730815773
11372034.1562322,-9684.91914874036,23.2,4187,80,"Oriental",106,119.794703699528,129.77221069283
11484534.1562322,-9684.91914874036,26.4,3248,80,"Oriental",104,120.078924142885,131.082686252212
11597034.1562322,-9684.91914874036,26.2,2873,67,"Oriental",97,119.229176018763,129.482059564227
11709534.1562322,-9684.91914874036,26.3,2207,31,"Oriental",103,119.440558071845,129.91896296165
-7977965.84376785,102815.08085126,24,1429,6,"Neotropical",180,122.141279014278,132.158826956222
-7865465.84376785,102815.08085126,6,1360,9,"Neotropical",226,120.662526550354,128.255705507478
-7752965.84376785,102815.08085126,23.3,1757,48,"Neotropical",196,120.339520595153,125.447762088929
-7640465.84376785,102815.08085126,24.5,3925,80,"Neotropical",282,120.296553849078,129.534768191844
-7527965.84376785,102815.08085126,24.1,3273,76,"Neotropical",240,120.903518674375,129.081075154583
-7415465.84376785,102815.08085126,24,3352,80,"Neotropical",219,119.639861831278,127.947168612146
-7302965.84376785,102815.08085126,23.5,3614,77,"Neotropical",203,120.187693489507,129.387666485813
-7190465.84376785,102815.08085126,24.1,3328,80,"Neotropical",210,122.409335804762,130.132600354
-7077965.84376785,102815.08085126,24,3066,80,"Neotropical",217,121.789520227235,130.038586107558
-6965465.84376785,102815.08085126,24.2,3478,69,"Neotropical",227,120.711586231057,128.788746940837
-6852965.84376785,102815.08085126,24.5,3501,78,"Neotropical",217,121.453928657419,129.362349205069
-6740465.84376785,102815.08085126,24.7,2829,80,"Neotropical",227,122.173918421674,129.94691107674
-6627965.84376785,102815.08085126,22.4,2561,69,"Neotropical",225,121.464908313244,129.806851192756
-6515465.84376785,102815.08085126,25,2908,79,"Neotropical",209,121.907635477799,130.685982099904
-6402965.84376785,102815.08085126,25.6,2722,76,"Neotropical",179,123.281481687542,130.528703493017
-6290465.84376785,102815.08085126,25.7,2057,80,"Neotropical",174,122.84776755931,130.367836097069
-6177965.84376785,102815.08085126,25.9,2239,57,"Neotropical",172,123.14887984343,131.053825361337
-6065465.84376785,102815.08085126,25.7,2084,79,"Neotropical",179,122.65171818581,130.524259048883
-5952965.84376785,102815.08085126,25.4,1629,80,"Neotropical",186,122.268070886828,131.23356232172
-5840465.84376785,102815.08085126,25.4,1905,77,"Neotropical",192,122.32532195125,131.407313460573
-5727965.84376785,102815.08085126,25.3,1976,80,"Neotropical",197,122.665987402944,131.816074822487
-5615465.84376785,102815.08085126,25.4,1938,58,"Neotropical",196,122.269838623673,131.395978076684
-5502965.84376785,102815.08085126,23.9,2687,79,"Neotropical",199,123.233447793869,132.08163930397
-5390465.84376785,102815.08085126,24.6,2742,79,"Neotropical",203,123.308851668867,132.090898737389
-5277965.84376785,102815.08085126,25.1,2127,79,"Neotropical",216,123.060332647361,132.051356478426
-5165465.84376785,102815.08085126,25.8,2377,15,"Neotropical",251,123.945589050916,132.760218971833
-5052965.84376785,102815.08085126,26.3,2588,2,"Neotropical",245,124.09783613,132.530379133755
1022034.15623215,102815.08085126,23.9,2999,80,"Afrotropical",163,122.60038695908,130.392412856933
1134534.15623215,102815.08085126,23.8,1848,80,"Afrotropical",169,123.665184968047,131.613053031479
1247034.15623215,102815.08085126,23,1712,80,"Afrotropical",170,124.44595468553,132.223956205882
1359534.15623215,102815.08085126,23.1,1571,80,"Afrotropical",155,121.260315652903,130.956997367161
1472034.15623215,102815.08085126,23.2,1426,58,"Afrotropical",136,121.651510622794,129.04583796
1584534.15623215,102815.08085126,24.1,1536,80,"Afrotropical",126,118.815538802778,126.871811284444
1697034.15623215,102815.08085126,24.2,1532,39,"Afrotropical",110,116.592228957364,123.617041074909
1809534.15623215,102815.08085126,24.4,1731,80,"Afrotropical",108,119.085705762315,126.836981821852
1922034.15623215,102815.08085126,24.2,2011,80,"Afrotropical",107,116.62899792514,124.542724467383
2034534.15623215,102815.08085126,24,2095,80,"Afrotropical",110,115.591175759455,123.610037368364
2147034.15623215,102815.08085126,23.8,2018,80,"Afrotropical",108,114.887879289167,122.691949583426
2259534.15623215,102815.08085126,23.2,2086,80,"Afrotropical",115,117.444249277565,125.086969721826
2372034.15623215,102815.08085126,23.3,1809,80,"Afrotropical",114,117.736807995263,125.576850547632
2484534.15623215,102815.08085126,23.1,1761,39,"Afrotropical",121,118.146203552645,126.088953164628
2597034.15623215,102815.08085126,23.1,1694,73,"Afrotropical",123,117.012283350163,125.486315263496
2709534.15623215,102815.08085126,22,2094,80,"Afrotropical",145,118.722827842,126.568193354483
2822034.15623215,102815.08085126,21.9,1878,80,"Afrotropical",196,122.175564627143,131.907522861174
2934534.15623215,102815.08085126,21,1135,80,"Afrotropical",308,124.348493146656,137.08467363987
3047034.15623215,102815.08085126,20.6,1292,28,"Afrotropical",294,125.134940162823,138.748656712959
3159534.15623215,102815.08085126,21,1304,69,"Afrotropical",232,128.450104407845,141.621879946681
3272034.15623215,102815.08085126,21.4,1179,35,"Afrotropical",223,128.240355259148,141.518352430045
3384534.15623215,102815.08085126,21.9,1366,20,"Afrotropical",243,126.506334250782,141.231114919794
3497034.15623215,102815.08085126,17.8,1980,32,"Afrotropical",288,126.914085263576,141.71398546559
3609534.15623215,102815.08085126,24.2,645,21,"Afrotropical",242,133.885546371281,147.559347411364
3722034.15623215,102815.08085126,18.9,667,5,"Afrotropical",200,136.75078499965,150.171202775
3834534.15623215,102815.08085126,24.8,520,12,"Afrotropical",123,139.212105990488,152.97964648878
3947034.15623215,102815.08085126,27.2,301,5,"Afrotropical",87,136.721527034023,151.703172411609
4059534.15623215,102815.08085126,28,370,5,"Afrotropical",57,139.653460039649,156.122662767193
4172034.15623215,102815.08085126,28.1,473,5,"Afrotropical",76,137.578976610132,153.853213937632
4284534.15623215,102815.08085126,27.4,624,5,"Afrotropical",110,135.114015826273,149.840912454909
10022034.1562322,102815.08085126,24.9,2039,59,"Oriental",150,116.968593578467,125.0394982702
10134534.1562322,102815.08085126,26.2,2739,17,"Oriental",135,120.355105621852,129.088079834444
10247034.1562322,102815.08085126,26.1,2499,23,"Oriental",125,120.06973066552,128.68589748024
10359534.1562322,102815.08085126,26.6,2351,0,"Oriental",98,119.019078232653,129.974545349286
